period	cc	year	CG_7_GDP	centralization	warfare	area	population	depend15	depend64	urban	pop_growth	trade	gini_gross	debt	fdi_liab	inflation	democracy	pol_comp	presidential	plurality	pol_rights	gdp_pc	lcentralization	lwarfare	larea	lpopulation	ldepend15	ldepend64	lurban	lpop_growth	ltrade	lgini_gross	ldebt	lfdi_liab	linflation	ldemocracy	lpol_comp	lpresidential	lplurality	lpol_rights	lgdp_pc	per01	per02	per03	per04	per05	per06	per07	per08	cc1	cc2	cc3	cc4	cc5	cc6	cc7	cc8	cc9	cc10	cc11	cc12	cc13	cc14	cc15	cc16	cc17	cc18	cc19	cc20	cc21	cc22	cc23	cc24	cc25	cc26	cc27	cc28	cc29	cc30	cc31	cc32	cc33	cc34	cc35	cc36	cc37	cc38	cc39	cc40	cc41	cc42	cc43
8	122	2008	16.848259	51.823223	0	12.806282	18.683044	20.812334	33.102547	88.715797	0	30.86532	37.131626	202.146	12.018189	-1.1964146	10	10	0	1	1	10.543341	51.572327	0	12.806282	18.683044	21.005255	28.007349	83.046402	0	23.038614	38.358185	169.9054	11.300238	-1.413304	10	10	0	1	1	10.442793	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	125	1978	14.20185	93.179474	0	13.251882	16.535578	106.02351	6.6427016	14.5154	4.3003664	50.914047	63.161606	21.707033	6.0206199	10.815272	-6.5999999	1.4	1	1	5	6.0862403	100	0	13.251882	16.348442	104.59311	7.0658746	11.8664	3.4848485	48.594276	70.998444	13.40548	5.4040275	6.0148578	-7	1	1	1	5	5.5475159	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	125	1983	17.12775	95.018745	0	13.251882	16.726336	106.24275	6.1866407	15.8806	4.5902133	42.224461	68.352135	34.745178	6.410388	10.556036	-6.8000002	1.2	1	1	5.4000001	6.099648	93.179474	0	13.251882	16.535578	106.02351	6.6427016	14.5154	4.3003664	50.914047	63.161606	21.707033	6.0206199	10.815272	-6.5999999	1.4	1	1	5	6.0862403	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	125	1988	18.022753	95.151093	0	13.251882	16.895967	103.70297	5.7542844	16.4804	2.8614719	40.515968	61.957531	45.929001	6.6188164	8.1950998	-7	1	1	1	6	6.1720243	95.018745	0	13.251882	16.726336	106.24275	6.1866407	15.8806	4.5902133	42.224461	68.352135	34.745178	6.410388	10.556036	-6.8000002	1.2	1	1	5.4000001	6.099648	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	125	1993	18.205807	95.835495	0	13.251882	17.06485	95.639442	5.4303184	17.657	3.2721293	51.911682	53.043282	67.894058	6.8681083	17.07304	-5	3	1	1	5.5999999	5.9176569	95.151093	0	13.251882	16.895967	103.70297	5.7542844	16.4804	2.8614719	40.515968	61.957531	45.929001	6.6188164	8.1950998	-7	1	1	1	6	6.1720243	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	125	1998	18.508636	100	0	13.251882	17.202686	86.686958	5.3234186	19.2404	2.8113482	50.914257	51.185928	54.576439	7.163578	14.125838	-2.5999999	7	1	1	6.1999998	6.0717134	95.835495	0	13.251882	17.06485	95.639442	5.4303184	17.657	3.2721293	51.911682	53.043282	67.894058	6.8681083	17.07304	-5	3	1	1	5.5999999	5.9176569	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	125	2003	19.944061	98.537704	0	13.251882	17.341005	80.19175	5.1635408	20.9618	3.0358858	57.84288	49.131241	55.569	7.4134712	4.1460252	6	8.8000002	1	1	3.8	6.0974269	100	0	13.251882	17.202686	86.686958	5.3234186	19.2404	2.8113482	50.914257	51.185928	54.576439	7.163578	14.125838	-2.5999999	7	1	1	6.1999998	6.0717134	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	143	1998	16.885897	100	0	13.273435	16.482164	86.739014	6.0355549	26.591	4.3003664	55.417686	41.49905	129.5032	5.3190956	10.103406	7.5999999	9	1	1	2	5.5662599	100	0	13.273435	16.332434	84.977768	6.0087118	24.903999	1.6666666	46.338387	44.747894	142.343	4.774682	25.231501	7.5999999	9	1	1	2.8	5.5017118	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	143	2003	19.341795	100	0	13.273435	16.635906	86.632149	6.0605497	28.136801	2.4264705	64.918411	46.223564	101.43416	6.192873	11.582916	7	9	1	1	2.8	5.6404862	100	0	13.273435	16.482164	86.739014	6.0355549	26.591	4.3003664	55.417686	41.49905	129.5032	5.3190956	10.103406	7.5999999	9	1	1	2	5.5662599	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	145	1983	25.626457	96.137764	0	12.702444	16.522671	66.54705	6.2339339	44.353401	2.7619047	100.0918	59.322937	71.365936	8.7479057	2.56304	4	6	0	1	3	7.6568656	100	0	12.702444	16.410103	71.646484	6.3412428	40.287201	3.2051282	91.485611	62.519802	43.648361	8.2870674	8.7372017	4	6	0	1	3	7.2102575	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	145	1988	25.937347	84.142181	0	12.702444	16.659462	64.045654	6.1357126	48.233601	2.4264705	116.23418	47.021152	97.671898	8.9291201	1.756318	4	6	0	1	4	7.694006	96.137764	0	12.702444	16.522671	66.54705	6.2339339	44.353401	2.7619047	100.0918	59.322937	71.365936	8.7479057	2.56304	4	6	0	1	3	7.6568656	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	145	1993	24.198528	82.55732	0	12.702444	16.800484	60.537128	6.0947676	53.330399	3.1637428	155.47279	46.101658	55.674721	9.8705845	3.51141	3.8	6	0	1	4.4000001	8.1997633	84.142181	0	12.702444	16.659462	64.045654	6.1357126	48.233601	2.4264705	116.23418	47.021152	97.671898	8.9291201	1.756318	4	6	0	1	4	7.694006	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	145	1998	21.196899	88.055107	0	12.702444	16.91503	55.228634	6.0514002	59.461399	1.8614719	189.43867	45.564854	35.04142	10.318417	4.9123716	3	6	0	1	4.5999999	8.3547678	82.55732	0	12.702444	16.800484	60.537128	6.0947676	53.330399	3.1637428	155.47279	46.101658	55.674721	9.8705845	3.51141	3.8	6	0	1	4.4000001	8.1997633	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	145	2003	26.481754	94.579735	0	12.702444	17.04191	51.582932	6.4762492	65.3358	2.5028985	195.95184	40.298409	43.925739	10.592957	3.9436159	3	6	0	1	4.5999999	8.4470263	88.055107	0	12.702444	16.91503	55.228634	6.0514002	59.461399	1.8614719	189.43867	45.564854	35.04142	10.318417	4.9123716	3	6	0	1	4.5999999	8.3547678	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	147	2008	24.139414	100	0	13.997832	16.482164	93.192261	4.3936615	33.003799	3.2051282	53.118153	38.842491	23.48172	7.7008371	4.9025278	7	9	1	1	2	6.3125968	100	0	13.997832	16.332434	93.292328	4.681756	29.8876	3.8181818	59.561047	39.33379	58.78928	6.8148532	3.7734311	6.8000002	8.6000004	1	1	2	5.7940016	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	154	1978	10.502436	82.349121	0	14.457364	17.995352	88.396904	7.4696326	64.906998	2.4597559	21.909664	51.708771	35.79594	8.5068579	23.773621	-3.5999999	5.1999998	1	.60000002	3.5999999	7.6587324	76.531548	0	14.457364	17.850603	93.109665	7.5223804	61.263802	3.1889608	17.302086	53.94183	20.192381	7.9398069	12.988662	-6	2	1	0	4.25	7.118475	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	154	1983	17.367098	87.168167	0	14.457364	18.108278	80.904564	7.3574963	67.905602	2.190134	28.408022	48.050426	52.712524	9.1848383	58.64732	-3	6	1	1	3.2	7.9840746	82.349121	0	14.457364	17.995352	88.396904	7.4696326	64.906998	2.4597559	21.909664	51.708771	35.79594	8.5068579	23.773621	-3.5999999	5.1999998	1	.60000002	3.5999999	7.6587324	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	154	1988	20.604136	88.888794	0	14.457364	18.209562	71.157684	7.4387221	70.431396	1.9737209	34.829628	48.372726	68.463676	9.7611046	76.128639	-1.2	6.5999999	1	1	3.8	7.8301554	87.168167	0	14.457364	18.108278	80.904564	7.3574963	67.905602	2.190134	28.408022	48.050426	52.712524	9.1848383	58.64732	-3	6	1	1	3.2	7.9840746	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	154	1993	13.648726	73.22422	0	14.457364	18.306105	62.87664	7.8408737	72.588402	2.0116549	36.844753	50.940063	39.5033	10.516129	22.311213	1.6	7	1	1	4	8.37922	88.888794	0	14.457364	18.209562	71.157684	7.4387221	70.431396	1.9737209	34.829628	48.372726	68.463676	9.7611046	76.128639	-1.2	6.5999999	1	1	3.8	7.8301554	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	154	1998	14.115083	68.271866	0	14.457364	18.389946	56.318523	8.3840084	74.180397	1.035444	57.134876	50.220074	45.630402	11.278131	18.126341	6	8.1999998	1	1	3	8.5020857	73.22422	0	14.457364	18.306105	62.87664	7.8408737	72.588402	2.0116549	36.844753	50.940063	39.5033	10.516129	22.311213	1.6	7	1	1	4	8.37922	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	161	1978	19.09059	100	3	13.008747	16.748581	85.760368	7.6326928	39.8116	2.1637428	51.741394	62.847996	54.577721	6.1433206	9.3460217	-8.1999998	2	1	1	3.8	6.6843019	100	.60000002	13.008782	16.612349	98.423759	7.9561124	36.419201	2.4264705	48.321114	65.669937	31.89978	5.7983694	7.7036653	-9	2	1	1	5	6.0427756	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3	161	1983	22.060642	100	3	13.008747	16.868883	77.26265	7.6005535	43.351398	1.9523809	57.286133	46.134834	94.67028	6.3116231	8.255806	-8	2	1	1	4	6.6054544	100	3	13.008747	16.748581	85.760368	7.6326928	39.8116	2.1637428	51.741394	62.847996	54.577721	6.1433206	9.3460217	-8.1999998	2	1	1	3.8	6.6843019	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	161	1988	20.858759	100	2.4000001	13.008747	16.984705	72.909851	6.9236054	46.946201	2.6119895	52.963001	37.80571	105.1272	6.8393469	5.8015318	-8	2	1	1	4	6.8956056	100	3	13.008747	16.868883	77.26265	7.6005535	43.351398	1.9523809	57.286133	46.134834	94.67028	6.3116231	8.255806	-8	2	1	1	4	6.6054544	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	161	1993	28.117607	100	0	13.008747	17.080858	66.680183	7.1661444	50.371601	1.5692308	53.139187	39.107727	86.291344	7.954772	4.8255038	-7.1999998	2	1	1	5.1999998	7.1316276	100	2.4000001	13.008747	16.984705	72.909851	6.9236054	46.946201	2.6119895	52.963001	37.80571	105.1272	6.8393469	5.8015318	-8	2	1	1	4	6.8956056	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	161	1998	28.029905	100	0	13.008747	17.147459	58.179211	7.5591631	52.677799	1.4550265	54.535892	40.113487	74.303596	8.7262678	3.0695641	-6.4000001	2.5999999	1	1	5	7.2362485	100	0	13.008747	17.080858	66.680183	7.1661444	50.371601	1.5692308	53.139187	39.107727	86.291344	7.954772	4.8255038	-7.1999998	2	1	1	5.1999998	7.1316276	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	161	2003	32.851727	97.467918	0	13.008747	17.203148	49.737247	7.9544897	54.316002	.68965518	63.56942	40.853062	65.234138	9.6439915	1.021059	-6	3	1	1	5	7.3878269	100	0	13.008747	17.147459	58.179211	7.5591631	52.677799	1.4550265	54.535892	40.113487	74.303596	8.7262678	3.0695641	-6.4000001	2.5999999	1	1	5	7.2362485	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	161	2008	32.953499	97.596741	0	13.008747	17.262197	43.902161	8.2223845	55.993599	1.3118279	77.430534	41.389084	51.956402	10.564976	2.6941781	-6	3	1	1	5	7.8655572	97.467918	0	13.008747	17.203148	49.737247	7.9544897	54.316002	.68965518	63.56942	40.853062	65.234138	9.6439915	1.021059	-6	3	1	1	5	7.3878269	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	166	1993	15.731486	100	0	11.8706	16.849821	77.317131	6.1173434	10.0786	3.1637428	49.323521	39.800346	63.91164	3.1424267	10.58509	5	5	0	1	2.5999999	5.2602701	100	0	11.8706	16.716078	77.968781	6.003664	8.2667999	2.4264705	33.542427	34.06134	49.633018	2.7175558	12.1758	-.60000002	2.5999999	0	1	3.4000001	5.2142982	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	166	1998	15.747686	100	2	11.871089	16.959139	75.352196	6.2919903	12.4166	1.8614719	59.64994	45.621174	62.006161	4.2075615	6.5138922	5.4000001	6.1999998	0	1	3	5.4043818	100	0	11.8706	16.849821	77.317131	6.1173434	10.0786	3.1637428	49.323521	39.800346	63.91164	3.1424267	10.58509	5	5	0	1	2.5999999	5.2602701	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	166	2003	15.490344	100	2	11.873044	17.080858	71.313721	6.5590444	14.4408	1.7028985	47.297729	47.564949	58.853958	4.6403394	5.6616278	-3.5999999	6.4000001	.60000002	1	4.5999999	5.5472455	100	2	11.871089	16.959139	75.352196	6.2919903	12.4166	1.8614719	59.64994	45.621174	62.006161	4.2075615	6.5138922	5.4000001	6.1999998	0	1	3	5.4043818	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	167	1993	49.841808	77.254364	0	10.427032	16.523561	26.594475	18.988779	71.160202	0	108.38414	41.539242	76.800003	11.346703	2.2675481	10	10	0	0	1	10.030482	77.349098	0	10.427032	16.523561	27.132849	18.103155	67.898003	1.4285715	105.47824	38.984543	74.32	10.80644	.57829762	10	10	0	0	1	9.6807966	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
6	167	1998	41.511566	88.742836	0	10.427032	16.588099	27.212521	19.692844	75.203796	1.3333334	122.37512	40.523407	64.580002	12.008492	2.3499601	10	10	0	0	1	10.147489	77.254364	0	10.427032	16.523561	26.594475	18.988779	71.160202	0	108.38414	41.539242	76.800003	11.346703	2.2675481	10	10	0	0	1	10.030482	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
7	167	2003	40.4828	88.181664	0	10.427032	16.588099	27.410679	20.420481	78.8228	0	125.28268	47.305305	51.484482	12.918883	2.8527882	10	10	0	0	1	10.37402	88.742836	0	10.427032	16.588099	27.212521	19.692844	75.203796	1.3333334	122.37512	40.523407	64.580002	12.008492	2.3499601	10	10	0	0	1	10.147489	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
8	167	2008	42.627632	89.190117	0	10.426677	16.624474	26.795153	21.851635	81.717003	1.25	140.15427	49.336761	55.065361	13.361228	1.3333036	10	10	0	0	1	10.76238	88.181664	0	10.427032	16.588099	27.410679	20.420481	78.8228	0	125.28268	47.305305	51.484482	12.918883	2.8527882	10	10	0	0	1	10.37402	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
2	174	1978	8.814785	100	0	13.722046	18.080046	82.565041	5.8780556	27.3624	2.9503911	46.401043	52.931351	15.706268	8.2648668	12.57804	0	3.5	1	0	4	6.8070865	100	0	13.722046	17.938818	80.572563	5.9396253	24.402201	2.7097082	37.434254	61.074135	12.01676	7.7466488	15.406988	-7	1	1	0	6	5.9210162	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
3	174	1983	8.9298506	100	0	13.722046	18.221634	85.500397	5.9706602	30.535	2.5674818	32.517586	44.869007	51.40258	8.5009155	11.173116	1.4	4	1	.40000001	4	6.9112186	100	0	13.722046	18.080046	82.565041	5.8780556	27.3624	2.9503911	46.401043	52.931351	15.706268	8.2648668	12.57804	0	3.5	1	0	4	6.8070865	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
4	174	1988	13.49258	100	0	13.722046	18.345228	86.684235	6.0787816	33.903999	2.7078466	42.819477	44.577126	131.6468	8.901166	31.25625	-6.1999998	1.8	1	1	5.8000002	5.8896666	100	0	13.722046	18.221634	85.500397	5.9706602	30.535	2.5674818	32.517586	44.869007	51.40258	8.5009155	11.173116	1.4	4	1	.40000001	4	6.9112186	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
2	180	1978	11.296136	100	.80000001	13.555288	18.137383	81.927177	7.0544991	27.375999	3.3058774	25.045074	42.254715	56.757462	6.051568	9.1271477	-4	2.2	.60000002	1	5.8000002	5.6444507	100	3	13.555288	17.983023	80.840775	6.9981461	25.7314	2.8822248	20.695259	40.15715	66.862938	5.7045465	15.293406	5.5999999	7	0	1	3.5	5.0792317	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
3	180	1983	13.171482	100	0	13.555288	18.303009	81.95266	7.094131	28.8328	3.4968972	27.484259	42.711308	54.41412	6.4104381	7.7495499	-6.4000001	1.2	1	1	6.4000001	5.9635758	100	.80000001	13.555288	18.137383	81.927177	7.0544991	27.375999	3.3058774	25.045074	42.254715	56.757462	6.051568	9.1271477	-4	2.2	.60000002	1	5.8000002	5.6444507	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4	180	1988	17.133932	100	0	13.555288	18.475857	82.856972	7.1607924	30.0832	3.0397422	27.548647	40.246319	73.845016	6.9506693	6.4929638	3.2	5	.60000002	1	3.5999999	6.0167174	100	0	13.555288	18.303009	81.95266	7.094131	28.8328	3.4968972	27.484259	42.711308	54.41412	6.4104381	7.7495499	-6.4000001	1.2	1	1	6.4000001	5.9635758	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
5	180	1993	19.482727	100	0	13.555288	18.601608	82.839264	7.2534919	31.332001	3.4848485	30.115591	39.479137	75.884903	7.7581058	11.715774	8	7	0	1	3.4000001	6.2063956	100	0	13.555288	18.475857	82.856972	7.1607924	30.0832	3.0397422	27.548647	40.246319	73.845016	6.9506693	6.4929638	3.2	5	.60000002	1	3.5999999	6.0167174	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
6	180	1998	18.563818	100	0	13.555288	18.72751	78.534378	7.2205911	32.617199	1.5384616	28.831533	32.059261	77.541039	8.4847145	12.007328	2	5	.2	1	5	6.2570624	100	0	13.555288	18.601608	82.839264	7.2534919	31.332001	3.4848485	30.115591	39.479137	75.884903	7.7581058	11.715774	8	7	0	1	3.4000001	6.2063956	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
7	180	2003	17.473734	100	1.6	13.555288	18.851961	69.732147	7.1191592	33.943802	2.7619047	31.861414	32.020378	75.19236	8.8697824	5.9136739	-5.1999998	2	1	1	6	6.3234	100	0	13.555288	18.72751	78.534378	7.2205911	32.617199	1.5384616	28.831533	32.059261	77.541039	8.4847145	12.007328	2	5	.2	1	5	6.2570624	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
4	187	1988	15.576631	98.15657	0	14.077875	16.849821	68.065079	6.9273734	68.086197	1.9523809	29.917561	45.69379	44.32972	7.1213713	1871.911	7.1999998	7	1	0	2.2	7.2769699	100	0	14.077875	16.738323	73.333656	6.7849274	65.947998	3.3402133	45.587265	58.72047	48.229939	7.2254586	102.064	7	7	1	0	2	6.8547201	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
5	187	1993	17.985008	83.043549	0	14.077875	16.950626	62.722904	7.2689767	70.130997	1.7786561	28.612711	46.740871	44.754921	7.7914758	107.03634	1.6	5.4000001	1	0	4.8000002	7.4668088	98.15657	0	14.077875	16.849821	68.065079	6.9273734	68.086197	1.9523809	29.917561	45.69379	44.32972	7.1213713	1871.911	7.1999998	7	1	0	2.2	7.2769699	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
6	187	1998	18.32769	94.475006	0	14.077875	17.034065	57.588898	7.81565	72.205597	1.6333333	32.352161	50.38908	37.833302	9.0585728	6.3938718	1.8	6	1	0	4.4000001	7.6986136	83.043549	0	14.077875	16.950626	62.722904	7.2689767	70.130997	1.7786561	28.612711	46.740871	44.754921	7.7914758	107.03634	1.6	5.4000001	1	0	4.8000002	7.4668088	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
7	187	2003	18.249115	95.777824	0	14.077875	17.111073	52.962399	8.4886522	74.237198	1.5099715	37.101574	49.548828	39.716824	9.4897957	2.2791929	9	9	1	0	1.8	7.7681031	94.475006	0	14.077875	17.034065	57.588898	7.81565	72.205597	1.6333333	32.352161	50.38908	37.833302	9.0585728	6.3938718	1.8	6	1	0	4.4000001	7.6986136	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
8	187	2008	18.102591	95.855911	0	14.077875	17.161751	48.581364	9.2182846	76.160202	.71428573	48.757771	47.430161	28.161501	10.325131	4.2699881	9	9	1	0	2	8.3575392	95.777824	0	14.077875	17.111073	52.962399	8.4886522	74.237198	1.5099715	37.101574	49.548828	39.716824	9.4897957	2.2791929	9	9	1	0	1.8	7.7681031	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
